Row,Date,Year,Month,YearMonth,Day,Week_Index,Day_Index,is_weekend,is_market_holiday,is_eq_weekly_exp,eq_weekly_exp_cumulative,is_eq_monthly_exp,is_eq_quarterly_exp,is_vix_weekly_exp,vix_weekly_exp_cumulative,is_vix_monthly_exp,is_vix_quarterly_exp
305,2016-10-31,2016,10,2016-10,31,45,2,0,0,0,4,0,0,0,4,0,0
306,2016-11-1,2016,11,2016-11,1,45,3,0,0,0,0,0,0,1,1,0,0
307,2016-11-2,2016,11,2016-11,2,45,4,0,0,0,0,0,0,0,1,0,0
308,2016-11-3,2016,11,2016-11,3,45,5,0,0,0,0,0,0,0,1,0,0
309,2016-11-4,2016,11,2016-11,4,45,6,0,0,1,1,0,0,0,1,0,0
310,2016-11-5,2016,11,2016-11,5,45,7,1,0,0,1,0,0,0,1,0,0
311,2016-11-6,2016,11,2016-11,6,46,1,1,0,0,1,0,0,0,1,0,0
312,2016-11-7,2016,11,2016-11,7,46,2,0,0,0,1,0,0,0,1,0,0
313,2016-11-8,2016,11,2016-11,8,46,3,0,0,0,1,0,0,1,2,0,0
314,2016-11-9,2016,11,2016-11,9,46,4,0,0,0,1,0,0,0,2,0,0
315,2016-11-10,2016,11,2016-11,10,46,5,0,0,0,1,0,0,0,2,0,0
316,2016-11-11,2016,11,2016-11,11,46,6,0,0,1,2,0,0,0,2,0,0
317,2016-11-12,2016,11,2016-11,12,46,7,1,0,0,2,0,0,0,2,0,0
318,2016-11-13,2016,11,2016-11,13,47,1,1,0,0,2,0,0,0,2,0,0
319,2016-11-14,2016,11,2016-11,14,47,2,0,0,0,2,0,0,0,2,0,0
320,2016-11-15,2016,11,2016-11,15,47,3,0,0,0,2,0,0,1,3,1,0
321,2016-11-16,2016,11,2016-11,16,47,4,0,0,0,2,0,0,0,3,0,0
322,2016-11-17,2016,11,2016-11,17,47,5,0,0,0,2,0,0,0,3,0,0
323,2016-11-18,2016,11,2016-11,18,47,6,0,0,1,3,1,0,0,3,0,0
324,2016-11-19,2016,11,2016-11,19,47,7,1,0,0,3,0,0,0,3,0,0
325,2016-11-20,2016,11,2016-11,20,48,1,1,0,0,3,0,0,0,3,0,0
326,2016-11-21,2016,11,2016-11,21,48,2,0,0,0,3,0,0,0,3,0,0
327,2016-11-22,2016,11,2016-11,22,48,3,0,0,0,3,0,0,1,4,0,0
328,2016-11-23,2016,11,2016-11,23,48,4,0,0,0,3,0,0,0,4,0,0
329,2016-11-24,2016,11,2016-11,24,48,5,0,0,0,3,0,0,0,4,0,0
330,2016-11-25,2016,11,2016-11,25,48,6,0,0,1,4,0,0,0,4,0,0
331,2016-11-26,2016,11,2016-11,26,48,7,1,0,0,4,0,0,0,4,0,0
332,2016-11-27,2016,11,2016-11,27,49,1,1,0,0,4,0,0,0,4,0,0
333,2016-11-28,2016,11,2016-11,28,49,2,0,0,0,4,0,0,0,4,0,0
334,2016-11-29,2016,11,2016-11,29,49,3,0,0,0,4,0,0,1,5,0,0
335,2016-11-30,2016,11,2016-11,30,49,4,0,0,0,4,0,0,0,5,0,0
336,2016-12-1,2016,12,2016-12,1,49,5,0,0,0,0,0,0,0,0,0,0
337,2016-12-2,2016,12,2016-12,2,49,6,0,0,1,1,0,0,0,0,0,0
338,2016-12-3,2016,12,2016-12,3,49,7,1,0,0,1,0,0,0,0,0,0
339,2016-12-4,2016,12,2016-12,4,50,1,1,0,0,1,0,0,0,0,0,0
340,2016-12-5,2016,12,2016-12,5,50,2,0,0,0,1,0,0,0,0,0,0
341,2016-12-6,2016,12,2016-12,6,50,3,0,0,0,1,0,0,1,1,0,0
342,2016-12-7,2016,12,2016-12,7,50,4,0,0,0,1,0,0,0,1,0,0
343,2016-12-8,2016,12,2016-12,8,50,5,0,0,0,1,0,0,0,1,0,0
344,2016-12-9,2016,12,2016-12,9,50,6,0,0,1,2,0,0,0,1,0,0
345,2016-12-10,2016,12,2016-12,10,50,7,1,0,0,2,0,0,0,1,0,0
346,2016-12-11,2016,12,2016-12,11,51,1,1,0,0,2,0,0,0,1,0,0
347,2016-12-12,2016,12,2016-12,12,51,2,0,0,0,2,0,0,0,1,0,0
348,2016-12-13,2016,12,2016-12,13,51,3,0,0,0,2,0,0,1,2,0,0
349,2016-12-14,2016,12,2016-12,14,51,4,0,0,0,2,0,0,0,2,0,0
350,2016-12-15,2016,12,2016-12,15,51,5,0,0,0,2,0,0,0,2,0,0
351,2016-12-16,2016,12,2016-12,16,51,6,0,0,1,3,1,1,0,2,0,0
352,2016-12-17,2016,12,2016-12,17,51,7,1,0,0,3,0,0,0,2,0,0
353,2016-12-18,2016,12,2016-12,18,52,1,1,0,0,3,0,0,0,2,0,0
354,2016-12-19,2016,12,2016-12,19,52,2,0,0,0,3,0,0,0,2,0,0
355,2016-12-20,2016,12,2016-12,20,52,3,0,0,0,3,0,0,1,3,1,1
356,2016-12-21,2016,12,2016-12,21,52,4,0,0,0,3,0,0,0,3,0,0
357,2016-12-22,2016,12,2016-12,22,52,5,0,0,0,3,0,0,0,3,0,0
358,2016-12-23,2016,12,2016-12,23,52,6,0,0,1,4,0,0,0,3,0,0
359,2016-12-24,2016,12,2016-12,24,52,7,1,0,0,4,0,0,0,3,0,0
360,2016-12-25,2016,12,2016-12,25,53,1,1,0,0,4,0,0,0,3,0,0
361,2016-12-26,2016,12,2016-12,26,53,2,0,0,0,4,0,0,0,3,0,0
362,2016-12-27,2016,12,2016-12,27,53,3,0,0,0,4,0,0,1,4,0,0
363,2016-12-28,2016,12,2016-12,28,53,4,0,0,0,4,0,0,0,4,0,0
364,2016-12-29,2016,12,2016-12,29,53,5,0,0,0,4,0,0,0,4,0,0
365,2016-12-30,2016,12,2016-12,30,53,6,0,0,1,5,0,0,0,4,0,0
366,2016-12-31,2016,12,2016-12,31,53,7,1,0,0,5,0,0,0,4,0,0
367,2017-1-1,2017,1,2017-1,1,1,1,1,0,0,0,0,0,0,0,0,0
368,2017-1-2,2017,1,2017-1,2,1,2,0,0,0,0,0,0,0,0,0,0
369,2017-1-3,2017,1,2017-1,3,1,3,0,0,0,0,0,0,1,1,0,0
370,2017-1-4,2017,1,2017-1,4,1,4,0,0,0,0,0,0,0,1,0,0
371,2017-1-5,2017,1,2017-1,5,1,5,0,0,0,0,0,0,0,1,0,0
372,2017-1-6,2017,1,2017-1,6,1,6,0,0,1,1,0,0,0,1,0,0
373,2017-1-7,2017,1,2017-1,7,1,7,1,0,0,1,0,0,0,1,0,0
374,2017-1-8,2017,1,2017-1,8,2,1,1,0,0,1,0,0,0,1,0,0
375,2017-1-9,2017,1,2017-1,9,2,2,0,0,0,1,0,0,0,1,0,0
376,2017-1-10,2017,1,2017-1,10,2,3,0,0,0,1,0,0,1,2,0,0
377,2017-1-11,2017,1,2017-1,11,2,4,0,0,0,1,0,0,0,2,0,0
378,2017-1-12,2017,1,2017-1,12,2,5,0,0,0,1,0,0,0,2,0,0
379,2017-1-13,2017,1,2017-1,13,2,6,0,0,1,2,0,0,0,2,0,0
380,2017-1-14,2017,1,2017-1,14,2,7,1,0,0,2,0,0,0,2,0,0
381,2017-1-15,2017,1,2017-1,15,3,1,1,0,0,2,0,0,0,2,0,0
382,2017-1-16,2017,1,2017-1,16,3,2,0,0,0,2,0,0,0,2,0,0
383,2017-1-17,2017,1,2017-1,17,3,3,0,0,0,2,0,0,1,3,1,0
384,2017-1-18,2017,1,2017-1,18,3,4,0,0,0,2,0,0,0,3,0,0
385,2017-1-19,2017,1,2017-1,19,3,5,0,0,0,2,0,0,0,3,0,0
386,2017-1-20,2017,1,2017-1,20,3,6,0,0,1,3,1,0,0,3,0,0
387,2017-1-21,2017,1,2017-1,21,3,7,1,0,0,3,0,0,0,3,0,0
388,2017-1-22,2017,1,2017-1,22,4,1,1,0,0,3,0,0,0,3,0,0
389,2017-1-23,2017,1,2017-1,23,4,2,0,0,0,3,0,0,0,3,0,0
390,2017-1-24,2017,1,2017-1,24,4,3,0,0,0,3,0,0,1,4,0,0
391,2017-1-25,2017,1,2017-1,25,4,4,0,0,0,3,0,0,0,4,0,0
392,2017-1-26,2017,1,2017-1,26,4,5,0,0,0,3,0,0,0,4,0,0
393,2017-1-27,2017,1,2017-1,27,4,6,0,0,1,4,0,0,0,4,0,0
394,2017-1-28,2017,1,2017-1,28,4,7,1,0,0,4,0,0,0,4,0,0
395,2017-1-29,2017,1,2017-1,29,5,1,1,0,0,4,0,0,0,4,0,0
396,2017-1-30,2017,1,2017-1,30,5,2,0,0,0,4,0,0,0,4,0,0
397,2017-1-31,2017,1,2017-1,31,5,3,0,0,0,4,0,0,1,5,0,0
398,2017-2-1,2017,2,2017-2,1,5,4,0,0,0,0,0,0,0,0,0,0
399,2017-2-2,2017,2,2017-2,2,5,5,0,0,0,0,0,0,0,0,0,0
400,2017-2-3,2017,2,2017-2,3,5,6,0,0,1,1,0,0,0,0,0,0
401,2017-2-4,2017,2,2017-2,4,5,7,1,0,0,1,0,0,0,0,0,0
402,2017-2-5,2017,2,2017-2,5,6,1,1,0,0,1,0,0,0,0,0,0
403,2017-2-6,2017,2,2017-2,6,6,2,0,0,0,1,0,0,0,0,0,0
404,2017-2-7,2017,2,2017-2,7,6,3,0,0,0,1,0,0,1,1,0,0
405,2017-2-8,2017,2,2017-2,8,6,4,0,0,0,1,0,0,0,1,0,0
406,2017-2-9,2017,2,2017-2,9,6,5,0,0,0,1,0,0,0,1,0,0
407,2017-2-10,2017,2,2017-2,10,6,6,0,0,1,2,0,0,0,1,0,0
408,2017-2-11,2017,2,2017-2,11,6,7,1,0,0,2,0,0,0,1,0,0
409,2017-2-12,2017,2,2017-2,12,7,1,1,0,0,2,0,0,0,1,0,0
410,2017-2-13,2017,2,2017-2,13,7,2,0,0,0,2,0,0,0,1,0,0
411,2017-2-14,2017,2,2017-2,14,7,3,0,0,0,2,0,0,1,2,0,0
412,2017-2-15,2017,2,2017-2,15,7,4,0,0,0,2,0,0,0,2,0,0
413,2017-2-16,2017,2,2017-2,16,7,5,0,0,0,2,0,0,0,2,0,0
414,2017-2-17,2017,2,2017-2,17,7,6,0,0,1,3,1,0,0,2,0,0
415,2017-2-18,2017,2,2017-2,18,7,7,1,0,0,3,0,0,0,2,0,0
416,2017-2-19,2017,2,2017-2,19,8,1,1,0,0,3,0,0,0,2,0,0
417,2017-2-20,2017,2,2017-2,20,8,2,0,0,0,3,0,0,0,2,0,0
418,2017-2-21,2017,2,2017-2,21,8,3,0,0,0,3,0,0,1,3,1,0
419,2017-2-22,2017,2,2017-2,22,8,4,0,0,0,3,0,0,0,3,0,0
420,2017-2-23,2017,2,2017-2,23,8,5,0,0,0,3,0,0,0,3,0,0
421,2017-2-24,2017,2,2017-2,24,8,6,0,0,1,4,0,0,0,3,0,0
422,2017-2-25,2017,2,2017-2,25,8,7,1,0,0,4,0,0,0,3,0,0
423,2017-2-26,2017,2,2017-2,26,9,1,1,0,0,4,0,0,0,3,0,0
424,2017-2-27,2017,2,2017-2,27,9,2,0,0,0,4,0,0,0,3,0,0
425,2017-2-28,2017,2,2017-2,28,9,3,0,0,0,4,0,0,1,4,0,0
426,2017-3-1,2017,3,2017-3,1,9,4,0,0,0,0,0,0,0,0,0,0
427,2017-3-2,2017,3,2017-3,2,9,5,0,0,0,0,0,0,0,0,0,0
428,2017-3-3,2017,3,2017-3,3,9,6,0,0,1,1,0,0,0,0,0,0
429,2017-3-4,2017,3,2017-3,4,9,7,1,0,0,1,0,0,0,0,0,0
430,2017-3-5,2017,3,2017-3,5,10,1,1,0,0,1,0,0,0,0,0,0
431,2017-3-6,2017,3,2017-3,6,10,2,0,0,0,1,0,0,0,0,0,0
432,2017-3-7,2017,3,2017-3,7,10,3,0,0,0,1,0,0,1,1,0,0
433,2017-3-8,2017,3,2017-3,8,10,4,0,0,0,1,0,0,0,1,0,0
434,2017-3-9,2017,3,2017-3,9,10,5,0,0,0,1,0,0,0,1,0,0
435,2017-3-10,2017,3,2017-3,10,10,6,0,0,1,2,0,0,0,1,0,0
436,2017-3-11,2017,3,2017-3,11,10,7,1,0,0,2,0,0,0,1,0,0
437,2017-3-12,2017,3,2017-3,12,11,1,1,0,0,2,0,0,0,1,0,0
438,2017-3-13,2017,3,2017-3,13,11,2,0,0,0,2,0,0,0,1,0,0
439,2017-3-14,2017,3,2017-3,14,11,3,0,0,0,2,0,0,1,2,0,0
440,2017-3-15,2017,3,2017-3,15,11,4,0,0,0,2,0,0,0,2,0,0
441,2017-3-16,2017,3,2017-3,16,11,5,0,0,0,2,0,0,0,2,0,0
442,2017-3-17,2017,3,2017-3,17,11,6,0,0,1,3,1,1,0,2,0,0
443,2017-3-18,2017,3,2017-3,18,11,7,1,0,0,3,0,0,0,2,0,0
444,2017-3-19,2017,3,2017-3,19,12,1,1,0,0,3,0,0,0,2,0,0
445,2017-3-20,2017,3,2017-3,20,12,2,0,0,0,3,0,0,0,2,0,0
446,2017-3-21,2017,3,2017-3,21,12,3,0,0,0,3,0,0,1,3,1,1
447,2017-3-22,2017,3,2017-3,22,12,4,0,0,0,3,0,0,0,3,0,0
448,2017-3-23,2017,3,2017-3,23,12,5,0,0,0,3,0,0,0,3,0,0
449,2017-3-24,2017,3,2017-3,24,12,6,0,0,1,4,0,0,0,3,0,0
450,2017-3-25,2017,3,2017-3,25,12,7,1,0,0,4,0,0,0,3,0,0
451,2017-3-26,2017,3,2017-3,26,13,1,1,0,0,4,0,0,0,3,0,0
452,2017-3-27,2017,3,2017-3,27,13,2,0,0,0,4,0,0,0,3,0,0
453,2017-3-28,2017,3,2017-3,28,13,3,0,0,0,4,0,0,1,4,0,0
454,2017-3-29,2017,3,2017-3,29,13,4,0,0,0,4,0,0,0,4,0,0
455,2017-3-30,2017,3,2017-3,30,13,5,0,0,0,4,0,0,0,4,0,0
456,2017-3-31,2017,3,2017-3,31,13,6,0,0,1,5,0,0,0,4,0,0
457,2017-4-1,2017,4,2017-4,1,13,7,1,0,0,0,0,0,0,0,0,0
458,2017-4-2,2017,4,2017-4,2,14,1,1,0,0,0,0,0,0,0,0,0
459,2017-4-3,2017,4,2017-4,3,14,2,0,0,0,0,0,0,0,0,0,0
460,2017-4-4,2017,4,2017-4,4,14,3,0,0,0,0,0,0,1,1,0,0
461,2017-4-5,2017,4,2017-4,5,14,4,0,0,0,0,0,0,0,1,0,0
462,2017-4-6,2017,4,2017-4,6,14,5,0,0,0,0,0,0,0,1,0,0
463,2017-4-7,2017,4,2017-4,7,14,6,0,0,1,1,0,0,0,1,0,0
464,2017-4-8,2017,4,2017-4,8,14,7,1,0,0,1,0,0,0,1,0,0
465,2017-4-9,2017,4,2017-4,9,15,1,1,0,0,1,0,0,0,1,0,0
466,2017-4-10,2017,4,2017-4,10,15,2,0,0,0,1,0,0,0,1,0,0
467,2017-4-11,2017,4,2017-4,11,15,3,0,0,0,1,0,0,1,2,0,0
468,2017-4-12,2017,4,2017-4,12,15,4,0,0,0,1,0,0,0,2,0,0
469,2017-4-13,2017,4,2017-4,13,15,5,0,0,0,1,0,0,0,2,0,0
470,2017-4-14,2017,4,2017-4,14,15,6,0,0,1,2,0,0,0,2,0,0
471,2017-4-15,2017,4,2017-4,15,15,7,1,0,0,2,0,0,0,2,0,0
472,2017-4-16,2017,4,2017-4,16,16,1,1,0,0,2,0,0,0,2,0,0
473,2017-4-17,2017,4,2017-4,17,16,2,0,0,0,2,0,0,0,2,0,0
474,2017-4-18,2017,4,2017-4,18,16,3,0,0,0,2,0,0,1,3,1,0
475,2017-4-19,2017,4,2017-4,19,16,4,0,0,0,2,0,0,0,3,0,0
476,2017-4-20,2017,4,2017-4,20,16,5,0,0,0,2,0,0,0,3,0,0
477,2017-4-21,2017,4,2017-4,21,16,6,0,0,1,3,1,0,0,3,0,0
478,2017-4-22,2017,4,2017-4,22,16,7,1,0,0,3,0,0,0,3,0,0
479,2017-4-23,2017,4,2017-4,23,17,1,1,0,0,3,0,0,0,3,0,0
480,2017-4-24,2017,4,2017-4,24,17,2,0,0,0,3,0,0,0,3,0,0
481,2017-4-25,2017,4,2017-4,25,17,3,0,0,0,3,0,0,1,4,0,0
482,2017-4-26,2017,4,2017-4,26,17,4,0,0,0,3,0,0,0,4,0,0
483,2017-4-27,2017,4,2017-4,27,17,5,0,0,0,3,0,0,0,4,0,0
484,2017-4-28,2017,4,2017-4,28,17,6,0,0,1,4,0,0,0,4,0,0
485,2017-4-29,2017,4,2017-4,29,17,7,1,0,0,4,0,0,0,4,0,0
486,2017-4-30,2017,4,2017-4,30,18,1,1,0,0,4,0,0,0,4,0,0
487,2017-5-1,2017,5,2017-5,1,18,2,0,0,0,0,0,0,0,0,0,0
488,2017-5-2,2017,5,2017-5,2,18,3,0,0,0,0,0,0,1,1,0,0
489,2017-5-3,2017,5,2017-5,3,18,4,0,0,0,0,0,0,0,1,0,0
490,2017-5-4,2017,5,2017-5,4,18,5,0,0,0,0,0,0,0,1,0,0
491,2017-5-5,2017,5,2017-5,5,18,6,0,0,1,1,0,0,0,1,0,0
492,2017-5-6,2017,5,2017-5,6,18,7,1,0,0,1,0,0,0,1,0,0
493,2017-5-7,2017,5,2017-5,7,19,1,1,0,0,1,0,0,0,1,0,0
494,2017-5-8,2017,5,2017-5,8,19,2,0,0,0,1,0,0,0,1,0,0
495,2017-5-9,2017,5,2017-5,9,19,3,0,0,0,1,0,0,1,2,0,0
496,2017-5-10,2017,5,2017-5,10,19,4,0,0,0,1,0,0,0,2,0,0
497,2017-5-11,2017,5,2017-5,11,19,5,0,0,0,1,0,0,0,2,0,0
498,2017-5-12,2017,5,2017-5,12,19,6,0,0,1,2,0,0,0,2,0,0
499,2017-5-13,2017,5,2017-5,13,19,7,1,0,0,2,0,0,0,2,0,0
500,2017-5-14,2017,5,2017-5,14,20,1,1,0,0,2,0,0,0,2,0,0
501,2017-5-15,2017,5,2017-5,15,20,2,0,0,0,2,0,0,0,2,0,0
502,2017-5-16,2017,5,2017-5,16,20,3,0,0,0,2,0,0,1,3,1,0
503,2017-5-17,2017,5,2017-5,17,20,4,0,0,0,2,0,0,0,3,0,0
504,2017-5-18,2017,5,2017-5,18,20,5,0,0,0,2,0,0,0,3,0,0
505,2017-5-19,2017,5,2017-5,19,20,6,0,0,1,3,1,0,0,3,0,0
506,2017-5-20,2017,5,2017-5,20,20,7,1,0,0,3,0,0,0,3,0,0
507,2017-5-21,2017,5,2017-5,21,21,1,1,0,0,3,0,0,0,3,0,0
508,2017-5-22,2017,5,2017-5,22,21,2,0,0,0,3,0,0,0,3,0,0
509,2017-5-23,2017,5,2017-5,23,21,3,0,0,0,3,0,0,1,4,0,0
510,2017-5-24,2017,5,2017-5,24,21,4,0,0,0,3,0,0,0,4,0,0
511,2017-5-25,2017,5,2017-5,25,21,5,0,0,0,3,0,0,0,4,0,0
512,2017-5-26,2017,5,2017-5,26,21,6,0,0,1,4,0,0,0,4,0,0
513,2017-5-27,2017,5,2017-5,27,21,7,1,0,0,4,0,0,0,4,0,0
514,2017-5-28,2017,5,2017-5,28,22,1,1,0,0,4,0,0,0,4,0,0
515,2017-5-29,2017,5,2017-5,29,22,2,0,0,0,4,0,0,0,4,0,0
516,2017-5-30,2017,5,2017-5,30,22,3,0,0,0,4,0,0,1,5,0,0
517,2017-5-31,2017,5,2017-5,31,22,4,0,0,0,4,0,0,0,5,0,0
518,2017-6-1,2017,6,2017-6,1,22,5,0,0,0,0,0,0,0,0,0,0
519,2017-6-2,2017,6,2017-6,2,22,6,0,0,1,1,0,0,0,0,0,0
520,2017-6-3,2017,6,2017-6,3,22,7,1,0,0,1,0,0,0,0,0,0
521,2017-6-4,2017,6,2017-6,4,23,1,1,0,0,1,0,0,0,0,0,0
522,2017-6-5,2017,6,2017-6,5,23,2,0,0,0,1,0,0,0,0,0,0
523,2017-6-6,2017,6,2017-6,6,23,3,0,0,0,1,0,0,1,1,0,0
524,2017-6-7,2017,6,2017-6,7,23,4,0,0,0,1,0,0,0,1,0,0
525,2017-6-8,2017,6,2017-6,8,23,5,0,0,0,1,0,0,0,1,0,0
526,2017-6-9,2017,6,2017-6,9,23,6,0,0,1,2,0,0,0,1,0,0
527,2017-6-10,2017,6,2017-6,10,23,7,1,0,0,2,0,0,0,1,0,0
528,2017-6-11,2017,6,2017-6,11,24,1,1,0,0,2,0,0,0,1,0,0
529,2017-6-12,2017,6,2017-6,12,24,2,0,0,0,2,0,0,0,1,0,0
530,2017-6-13,2017,6,2017-6,13,24,3,0,0,0,2,0,0,1,2,0,0
531,2017-6-14,2017,6,2017-6,14,24,4,0,0,0,2,0,0,0,2,0,0
532,2017-6-15,2017,6,2017-6,15,24,5,0,0,0,2,0,0,0,2,0,0
533,2017-6-16,2017,6,2017-6,16,24,6,0,0,1,3,1,1,0,2,0,0
534,2017-6-17,2017,6,2017-6,17,24,7,1,0,0,3,0,0,0,2,0,0
535,2017-6-18,2017,6,2017-6,18,25,1,1,0,0,3,0,0,0,2,0,0
536,2017-6-19,2017,6,2017-6,19,25,2,0,0,0,3,0,0,0,2,0,0
537,2017-6-20,2017,6,2017-6,20,25,3,0,0,0,3,0,0,1,3,1,1
538,2017-6-21,2017,6,2017-6,21,25,4,0,0,0,3,0,0,0,3,0,0
539,2017-6-22,2017,6,2017-6,22,25,5,0,0,0,3,0,0,0,3,0,0
540,2017-6-23,2017,6,2017-6,23,25,6,0,0,1,4,0,0,0,3,0,0
541,2017-6-24,2017,6,2017-6,24,25,7,1,0,0,4,0,0,0,3,0,0
542,2017-6-25,2017,6,2017-6,25,26,1,1,0,0,4,0,0,0,3,0,0
543,2017-6-26,2017,6,2017-6,26,26,2,0,0,0,4,0,0,0,3,0,0
544,2017-6-27,2017,6,2017-6,27,26,3,0,0,0,4,0,0,1,4,0,0
545,2017-6-28,2017,6,2017-6,28,26,4,0,0,0,4,0,0,0,4,0,0
546,2017-6-29,2017,6,2017-6,29,26,5,0,0,0,4,0,0,0,4,0,0
547,2017-6-30,2017,6,2017-6,30,26,6,0,0,1,5,0,0,0,4,0,0
548,2017-7-1,2017,7,2017-7,1,26,7,1,0,0,0,0,0,0,0,0,0
549,2017-7-2,2017,7,2017-7,2,27,1,1,0,0,0,0,0,0,0,0,0
550,2017-7-3,2017,7,2017-7,3,27,2,0,0,0,0,0,0,0,0,0,0
551,2017-7-4,2017,7,2017-7,4,27,3,0,0,0,0,0,0,1,1,0,0
552,2017-7-5,2017,7,2017-7,5,27,4,0,0,0,0,0,0,0,1,0,0
553,2017-7-6,2017,7,2017-7,6,27,5,0,0,0,0,0,0,0,1,0,0
554,2017-7-7,2017,7,2017-7,7,27,6,0,0,1,1,0,0,0,1,0,0
555,2017-7-8,2017,7,2017-7,8,27,7,1,0,0,1,0,0,0,1,0,0
556,2017-7-9,2017,7,2017-7,9,28,1,1,0,0,1,0,0,0,1,0,0
557,2017-7-10,2017,7,2017-7,10,28,2,0,0,0,1,0,0,0,1,0,0
558,2017-7-11,2017,7,2017-7,11,28,3,0,0,0,1,0,0,1,2,0,0
559,2017-7-12,2017,7,2017-7,12,28,4,0,0,0,1,0,0,0,2,0,0
560,2017-7-13,2017,7,2017-7,13,28,5,0,0,0,1,0,0,0,2,0,0
561,2017-7-14,2017,7,2017-7,14,28,6,0,0,1,2,0,0,0,2,0,0
562,2017-7-15,2017,7,2017-7,15,28,7,1,0,0,2,0,0,0,2,0,0
563,2017-7-16,2017,7,2017-7,16,29,1,1,0,0,2,0,0,0,2,0,0
564,2017-7-17,2017,7,2017-7,17,29,2,0,0,0,2,0,0,0,2,0,0
565,2017-7-18,2017,7,2017-7,18,29,3,0,0,0,2,0,0,1,3,1,0
566,2017-7-19,2017,7,2017-7,19,29,4,0,0,0,2,0,0,0,3,0,0
567,2017-7-20,2017,7,2017-7,20,29,5,0,0,0,2,0,0,0,3,0,0
568,2017-7-21,2017,7,2017-7,21,29,6,0,0,1,3,1,0,0,3,0,0
569,2017-7-22,2017,7,2017-7,22,29,7,1,0,0,3,0,0,0,3,0,0
570,2017-7-23,2017,7,2017-7,23,30,1,1,0,0,3,0,0,0,3,0,0
571,2017-7-24,2017,7,2017-7,24,30,2,0,0,0,3,0,0,0,3,0,0
572,2017-7-25,2017,7,2017-7,25,30,3,0,0,0,3,0,0,1,4,0,0
573,2017-7-26,2017,7,2017-7,26,30,4,0,0,0,3,0,0,0,4,0,0
574,2017-7-27,2017,7,2017-7,27,30,5,0,0,0,3,0,0,0,4,0,0
575,2017-7-28,2017,7,2017-7,28,30,6,0,0,1,4,0,0,0,4,0,0
576,2017-7-29,2017,7,2017-7,29,30,7,1,0,0,4,0,0,0,4,0,0
577,2017-7-30,2017,7,2017-7,30,31,1,1,0,0,4,0,0,0,4,0,0
578,2017-7-31,2017,7,2017-7,31,31,2,0,0,0,4,0,0,0,4,0,0
579,2017-8-1,2017,8,2017-8,1,31,3,0,0,0,0,0,0,1,1,0,0
580,2017-8-2,2017,8,2017-8,2,31,4,0,0,0,0,0,0,0,1,0,0
581,2017-8-3,2017,8,2017-8,3,31,5,0,0,0,0,0,0,0,1,0,0
582,2017-8-4,2017,8,2017-8,4,31,6,0,0,1,1,0,0,0,1,0,0
583,2017-8-5,2017,8,2017-8,5,31,7,1,0,0,1,0,0,0,1,0,0
584,2017-8-6,2017,8,2017-8,6,32,1,1,0,0,1,0,0,0,1,0,0
585,2017-8-7,2017,8,2017-8,7,32,2,0,0,0,1,0,0,0,1,0,0
586,2017-8-8,2017,8,2017-8,8,32,3,0,0,0,1,0,0,1,2,0,0
587,2017-8-9,2017,8,2017-8,9,32,4,0,0,0,1,0,0,0,2,0,0
588,2017-8-10,2017,8,2017-8,10,32,5,0,0,0,1,0,0,0,2,0,0
589,2017-8-11,2017,8,2017-8,11,32,6,0,0,1,2,0,0,0,2,0,0
590,2017-8-12,2017,8,2017-8,12,32,7,1,0,0,2,0,0,0,2,0,0
591,2017-8-13,2017,8,2017-8,13,33,1,1,0,0,2,0,0,0,2,0,0
592,2017-8-14,2017,8,2017-8,14,33,2,0,0,0,2,0,0,0,2,0,0
593,2017-8-15,2017,8,2017-8,15,33,3,0,0,0,2,0,0,1,3,1,0
594,2017-8-16,2017,8,2017-8,16,33,4,0,0,0,2,0,0,0,3,0,0
595,2017-8-17,2017,8,2017-8,17,33,5,0,0,0,2,0,0,0,3,0,0
596,2017-8-18,2017,8,2017-8,18,33,6,0,0,1,3,1,0,0,3,0,0
597,2017-8-19,2017,8,2017-8,19,33,7,1,0,0,3,0,0,0,3,0,0
598,2017-8-20,2017,8,2017-8,20,34,1,1,0,0,3,0,0,0,3,0,0
599,2017-8-21,2017,8,2017-8,21,34,2,0,0,0,3,0,0,0,3,0,0
600,2017-8-22,2017,8,2017-8,22,34,3,0,0,0,3,0,0,1,4,0,0
601,2017-8-23,2017,8,2017-8,23,34,4,0,0,0,3,0,0,0,4,0,0
602,2017-8-24,2017,8,2017-8,24,34,5,0,0,0,3,0,0,0,4,0,0
603,2017-8-25,2017,8,2017-8,25,34,6,0,0,1,4,0,0,0,4,0,0
604,2017-8-26,2017,8,2017-8,26,34,7,1,0,0,4,0,0,0,4,0,0
605,2017-8-27,2017,8,2017-8,27,35,1,1,0,0,4,0,0,0,4,0,0
606,2017-8-28,2017,8,2017-8,28,35,2,0,0,0,4,0,0,0,4,0,0
607,2017-8-29,2017,8,2017-8,29,35,3,0,0,0,4,0,0,1,5,0,0
608,2017-8-30,2017,8,2017-8,30,35,4,0,0,0,4,0,0,0,5,0,0
609,2017-8-31,2017,8,2017-8,31,35,5,0,0,0,4,0,0,0,5,0,0
610,2017-9-1,2017,9,2017-9,1,35,6,0,0,1,1,0,0,0,0,0,0
611,2017-9-2,2017,9,2017-9,2,35,7,1,0,0,1,0,0,0,0,0,0
